,Unnamed: 0,tweet_link,tweet,raw_label1,labeler_id1,raw_label2,labler_id2,raw_label3,labeler_id,secondary_label,additional_notes,label
1076,1076,https://twitter.com/edent/status/1221219100720058369,"Why do the chinese insist on eating cats,dogs, snakes, bats and any living animal they can get their hands on. Something like this has been a long time coming #coronarovirus #coronavirus #CoronaOutbreak URL",stigmatizing - medium,101,unknown/irrelevant,17.0,stigmatizing - high,102.0,Wet market and eating habits,,stigmatizing
1077,1077,https://twitter.com/edent/status/1222541330628386821,"""2. Did it come from wild game?
 'Preference for fresh meat from animals [not] quarantined or from wild “makes China susceptible to risk of new virus outbreaks thru close animal and human contact,...same is true 4 Ebola, [from] eating animals from forest in Africa.”' - Sinocism.",stigmatizing - low,101,unknown/irrelevant,18.0,unknown/irrelevant,102.0,Other,,not stigmatizing
1078,1078,https://twitter.com/edent/status/1222872645823164416,"China has a habit of eating various animals and insects
 It is said that frog meat is popular recently
 The act itself is not bad, but there is a risk of serious illness if you do not pay attention to safety
 Parasites can also grow in the intestines, although they are not sick",stigmatizing - low,101,not stigmatizing,10.0,stigmatizing - low,102.0,Information or misinformation;Wet market and eating habits,,stigmatizing
1079,1079,https://twitter.com/edent/status/1228504787554992128,"Agreeee 1000% and CDC IS STILL NOT ALLOWED into CHINA... one wonders why../ THERE should a mandatory intl law treaty for INSERTING CDC OR OTHER HLTH AGENCIES into a foreign cntry WHO IS SCARED/UNTRUSTING,perhaps guilty or hiding bio warfare equipment,labs,animals etc.. very odd",not stigmatizing,101,stigmatizing - low,13.0,not stigmatizing,102.0,Bio-weapon;International politics,,not stigmatizing
1080,1080,https://twitter.com/edent/status/1245419562310524934,When the virus was a deliberate leak from their lab why should they stop eating bats? Countries that rank the highest on Health Security Index are struggling to cope up while China is back to opening it's Burberry and  showrooms. Put up your thinking caps on.. #COVID19,not stigmatizing,101,stigmatizing - medium,15.0,stigmatizing - medium,102.0,International politics;Wet market and eating habits,,stigmatizing
1081,1081,https://twitter.com/edent/status/1222182824154820609,"There is a theory that animal market is the cover up of China Steal Coronavirus from Canada and leaked out. 
 After all, any Conspiracy theory is more trustworthy than Chinese communist party.
 Bless Wuhan.",not stigmatizing,101,stigmatizing - low,4.0,stigmatizing - low,102.0,International politics;Wet market and eating habits,,stigmatizing
1082,1082,https://twitter.com/edent/status/1256036917075943424,"CCP: covered up the corona outbreak and let it spread around the globe, silenced doctors trying to warn people in advance, currently committing genocide of China's Muslim population
 

 also the CCP (and its bootlickers): ""Why do all you racist assholes hate Asians so much"" URL",not stigmatizing,101,stigmatizing - medium,20.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);Chinse Uyghur Muslims;Information or misinformation,,stigmatizing
1083,1083,https://twitter.com/edent/status/1244791157567229953,Doctor ... I’m in Nova Scotia I had a virus in China between 2013-2015 they never saw before .... context i had bats in Shanghai .... I have eaten cow head ... various types of cats and dogs ...I was in Hong Kong with penguins and Beijing with camels 🐪 is it normal for🇨🇦not sick,stigmatizing - low,101,unknown/irrelevant,15.0,unknown/irrelevant,102.0,Wet market and eating habits,,not stigmatizing
1084,1084,https://twitter.com/edent/status/1242681648883421184,"CCP ; Chinese gov banned exporting surgical masks, ventilators to Canada, USA after they covered up ; led to global pandemic!the world suffered more than 25 trillion loss and billions lives at risk. Why not start a war against evil CCP! It’s a war! action now and fight back",stigmatizing - low,101,not stigmatizing,14.0,stigmatizing - low,102.0,Chinese government (Chinese communist party - CCP),,stigmatizing
1085,1085,https://twitter.com/edent/status/1226800359890456576,"Jesus. Also, haven't there been articles saying more people have died from the fucking flu than from CV? And I know for sure I've seen a couple people from China explaining that it's basically Bat Flu just like WE had fucking bird flu and swine flu",not stigmatizing,101,stigmatizing - low,12.0,not stigmatizing,102.0,Information or misinformation,,not stigmatizing
1086,1086,https://twitter.com/edent/status/1222301357635440642,"I'm not buying the cover story. Don't misunderstand my feelings towards animals but in some cultures they don't treat them as pets like dogs, they eat too survive. Those who have been too China know the living conditions in various regions. This was a bio weapon.",not stigmatizing,101,stigmatizing - medium,4.0,,102.0,Bio-weapon;Information or misinformation;Wet market and eating habits,,stigmatizing
1087,1087,https://twitter.com/edent/status/1223047255667695616,"China has regressed when it comes to refrigeration and common modern food preservation techniques, they have a kind of culture where the meat must be fresh, so you have these people eating random-sterilized foods off the street like bats, stray dogs/cats.",not stigmatizing,101,stigmatizing - low,4.0,stigmatizing - low,102.0,Wet market and eating habits,,stigmatizing
1088,1088,https://twitter.com/edent/status/1233088387445395458,Anyone who can do that to their pet is evil. This killing of innocent animals is barbaric and uncivilized!!! I'm shocked that this is still going on. They do not deserve to ever own a pet again. Dogs and cats should be banned from China in an effort to protect the innocent.,unknown/irrelevant,101,stigmatizing - low,13.0,unknown/irrelevant,102.0,Other,,not stigmatizing
1089,1089,https://twitter.com/edent/status/1222339561805828097,"URL
 

 #CulturalMarxism
 

 HK CLOSED
 URL
 

 MONGOLIA CLOSED
 URL
 

 #Democrats say EAT YOUR DOG #racist! 
 

 Horrific images show dogs being killed, cooked and served up as a meal in a sick Chinese tradition
 URL",stigmatizing - medium,101,unknown/irrelevant,18.0,,102.0,Other,,stigmatizing
1090,1090,https://twitter.com/edent/status/1222297320399736833,"The Communist Party of China often uses lie to cover up the facts, fearing to be exposed to the truth, harming itself and harming the world again and again,Now,finally they have to face reality！ #antichinazi #ABC_challenge #FightForFreedomStandWithHongKong",unknown/irrelevant,101,stigmatizing - low,18.0,unknown/irrelevant,102.0,Chinese government (Chinese communist party - CCP),,not stigmatizing
1091,1091,https://twitter.com/edent/status/1222260335404441602,We have sanctions on countries that are a threat to international peace and security. This is yet another zoonotic virus originating from Chinese wet markets that is likely linked to “exotic” meat preparation/consumption. When do we demand China be made accountable? #coronavirus,stigmatizing - medium,101,not stigmatizing,18.0,stigmatizing - medium,102.0,Other,,stigmatizing
1092,1092,https://twitter.com/edent/status/1237388768316764160,The consumption of wild animals in #China should be prohibited as the source came from a meat market in #Huanan where bats were served and eaten,stigmatizing - medium,101,not stigmatizing,6.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1093,1093,https://twitter.com/edent/status/1230482283624198144,Is China going to pay all the victim's family they've murdered their love ones. Has the government issued an apology for the fuck up that their people caused aka for eating bats and starting a n epidemic.,stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,stigmatizing
1094,1094,https://twitter.com/edent/status/1240699567475011584,"#BioWeapon 
 Who benefits from the crash...China. 
 Who’s in a trade war with us? China 
 Who’s building military bases in the sea? China 
 Who’s blaming us? China.
 Who’s communist? China. 
 Who supports their version? Democommie. 
 

 #PelosiVsAmericans",stigmatizing - medium,101,not stigmatizing,14.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP),,stigmatizing
1095,1095,https://twitter.com/edent/status/1222432920373059584,"Australia was able to create the 2019nCoV from its lab. If this virus can be created, it makes me really suspicious of China saying that it came from wild animals. China may have created it as a bio-weapon and tested it on their people first! 😳😳😳
 URL",stigmatizing - medium,101,not stigmatizing,18.0,stigmatizing - medium,102.0,Bio-weapon;Chinese government (Chinese communist party - CCP);Wuhan virus lab,,stigmatizing
1096,1096,https://twitter.com/edent/status/1227648363115343872,Dear please do not kill cats and dogs. They are not causing the spread of the corona virus!! Please save the animals!,not stigmatizing,101,stigmatizing - low,12.0,not stigmatizing,102.0,Other,Animal relationship,not stigmatizing
1097,1097,https://twitter.com/edent/status/1250328034084712449,"#COVID19
 Vaccine is nonsense
 FORBID EATING ANIMALS:turtle cats dogs bats pigs ducks chicken frogs fish rates,all animals
 FORBID FORBID KILLING ANIMALS
 Eating animals make sick: coronavirus
 God sees everything
 Coronavirus because people are cruel to animals
 URL",not stigmatizing,101,stigmatizing - low,7.0,not stigmatizing,102.0,Wet market and eating habits,duplicate,not stigmatizing
1098,1098,https://twitter.com/edent/status/1229405828416966656,"I believe,if people of all religions eat well done Halal meat,meant for humans by the creator Allah,as Muslims do,world might not see outbreak of contagious diseases.
 Pl discard frogs,bats,rats,dogs..",stigmatizing - medium,101,unknown/irrelevant,18.0,unknown/irrelevant,102.0,Wet market and eating habits,,not stigmatizing
1099,1099,https://twitter.com/edent/status/1241385139118264328,Apparently you have? It’s a fact that dogs ;cats are eaten daily in China. There were live ;dead dogs being sold in the Wuhan market where corona started. Blood all over the floor. Dogs in cages ;some dead just lying on the ground. Then dead dog carcasses on the table being sold,stigmatizing - medium,101,not stigmatizing,14.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1100,1100,https://twitter.com/edent/status/1229866737316900865,"I'm French, stupid 😩 I don't give two shits about the dude's racist ass but don't go trying to find senseless excuses and compare 5th century ROMANS and wartime peasants to entire regions of modern day China.
 

 Just call out op's racism and be on your way, no need to lie.",stigmatizing - low,101,not stigmatizing,13.0,not stigmatizing,102.0,Anti-stigmatizing (talking against hate speech and racism);Other,,not stigmatizing
1101,1101,https://twitter.com/edent/status/1235427438596722689,Look up wuhan China meat market on live leak. It’s the damn Chinese eating anacondas and hedge hogs and dogs. And that’s where all this game from not beer. There is no reason we should be dealing with this disease in 2020 ppl need to start meal prepping n not eating raw 🐍 URL,stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1102,1102,https://twitter.com/edent/status/1242531464006127617,CHINA LIED. PEOPLE DIED. The Chinese Communist Party's coronavirus lies and cover-up - URL,stigmatizing - medium,101,not stigmatizing,14.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP),,stigmatizing
1103,1103,https://twitter.com/edent/status/1222997781230575617,"URL
 

 SEE HORROR OF DOG MEAT SLAUGHTER IN CHINA ...NO WONDER THOSE PPL ARE SICK .. THERE ARE MORE GROUPS TRYING TO STOP THIS HEINOUS BRUTALLY KILLING OF DOGS AND CATS IN CHINA.. WORLD WIDE OUTCRY AND DEMANDS ARE NEEDED TO STOP THIS",stigmatizing - medium,101,not stigmatizing,10.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1104,1104,https://twitter.com/edent/status/1227510954595962880,"Fully support the medics as they're fighting for the interests of all Hong Kong people, not their own interests. #CCP knows nothing but censorship and defamation to the one who really care about the society. What an evil tyranny. #WuhanCoronavirus #coronavirus #standwithmedics URL",stigmatizing - low,101,not stigmatizing,12.0,stigmatizing - low,102.0,Chinese government (Chinese communist party - CCP);Other,HongKong issue,stigmatizing
1105,1105,https://twitter.com/edent/status/1244243280587558913,What about you shutting us down while continuing to push for uncontrolled open borders? How did we get here? Allowing the lying communist Chinese leaders infiltrate our society and crash our way of life. You and your Party 3 years of fighting to destroy Trump are to blame URL,not stigmatizing,101,stigmatizing - medium,14.0,stigmatizing - low,102.0,Wet market and eating habits,,stigmatizing
1106,1106,https://twitter.com/edent/status/1285870142191173632,"Wuhan carona virus sounds better. But, since the Obama Administration started supporting research on bat coronaviruses at the Wuhan lab where it got out, then Chinese Communist Party lied and let it spread, how about “The Red Plague” URL",stigmatizing - medium,101,not stigmatizing,8.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);Wuhan virus lab,,stigmatizing
1107,1107,https://twitter.com/edent/status/1231824701724463105,Also just take extra precautions.Dettol.Bleach.Anti septic wipes for front door handles.stock up on canned foods.and cat dog food.killing wild domestic animals in China.Always prepare 4 the worse.Wont hurt you few extra bits in!I'm ordering sum Army rations in! Off Ebay.Theirgood,stigmatizing - low,101,unknown/irrelevant,17.0,stigmatizing - low,102.0,Other,,stigmatizing
1108,1108,https://twitter.com/edent/status/1228277686604189697,"The WHO and the UN must be tougher on China and wild animal markets! From history we know that deadly viruses like Ebola, SARS, MERS and now Corona virus, orginates from eating bush meat / wild animals. Shut down this cruelty!",stigmatizing - medium,101,not stigmatizing,12.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1109,1109,https://twitter.com/edent/status/1223860924471107584,"#NoMeat_NoCoronaVirus
 Non-vegetarians, especially in China, eat what they get like dogs, bats and snakes
 This killing is completely contrary to the constitution of God. The result is in front of you, the whole world is afraid of Corona virus, request you all to renounce meat URL",not stigmatizing,101,stigmatizing - medium,4.0,stigmatizing - medium,102.0,Information or misinformation;Wet market and eating habits,,stigmatizing
1110,1110,https://twitter.com/edent/status/1255443189516951555,"HKers will continue to fight for freedoms and democracy, especially when the suppression by #CCP, Hong Kong govt and #HKpolicebrutality escalated even in #WuhanVirus pandemic. Please #StandWithHongKong and sanction the tyrannies for the human rights abuses! URL",stigmatizing - low,101,unknown/irrelevant,20.0,unknown/irrelevant,102.0,Chinese government (Chinese communist party - CCP);International politics,,not stigmatizing
1111,1111,https://twitter.com/edent/status/1228171705547288576,"People of China need to be addressed. Studies have not said whether cats and dogs can even get the virus! Why do ""these"" types of Chinese not understand they are to blame for lack of education! Especially b/c they eat strays!!!! This started with their disgusting meat market! URL",stigmatizing - medium,101,not stigmatizing,18.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1112,1112,https://twitter.com/edent/status/1246679455059152896,"Oh and because Twitter is full of idiots... I'm not saying Coronavirus is a good thing. It's a horrible Pandemic caused by the ineptitude of the Communist government in China that allows people to openly butcher and eat cats, dogs, rats, bats, civets, and anything else that moves",stigmatizing - low,101,not stigmatizing,7.0,stigmatizing - low,102.0,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,stigmatizing
1113,1113,https://twitter.com/edent/status/1271642581273677825,"WARNING: Do not even have that vaccine injected into your body. #China could be using Filipinos as lab rats to test their vaccine, hence the “priority”. #MadeInChina could kill you. Bear in mind #ChinaLiedAndPeopleDied. Communist #China poisoned the world with #COVID19 #CCPVirus URL",stigmatizing - medium,101,not stigmatizing,8.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP),vaccine,stigmatizing
1114,1114,https://twitter.com/edent/status/1228676451920158721,Virus renews safety concerns about slaughtering wild animals (from ++ China’s bad habits of eating unchecked wild animal food and bad hygiene practices are killing people and causing worldwide havoc. The same is true in Africa when Ebola surfaces. BC URL,stigmatizing - medium,101,not stigmatizing,12.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1115,1115,https://twitter.com/edent/status/1243858268205854722,"There’s also a logical theory I saw on here that it all began because of a disease in pigs in China leading to a shortage of meat there. Then bats, pangolin ; snakes were substituted and corvid19 is harboured in some of them, jumping the species to ppl in mid 2019 #COVID19 URL",not stigmatizing,101,stigmatizing - low,14.0,stigmatizing - low,102.0,Information or misinformation,,stigmatizing
1116,1116,https://twitter.com/edent/status/1236109335660552192,China’s #coronavirus battle may be ending but its war on eating wild animals has just begun URL By,stigmatizing - low,101,not stigmatizing,13.0,stigmatizing - low,102.0,News;Wet market and eating habits,,stigmatizing
1117,1117,https://twitter.com/edent/status/1226433091117309952,"Instead of fighting #WuhanCoronavirus, #CarrieLam sent #HKPoliceTerroristst to attack torture kidnap kill residents opposing #CCPChina evil plan to spread #WuhanPneumonia locally; and globally using #HongKong airport. Global sanction #HKGovt+#HKPF can save HK but also the world. URL",stigmatizing - high,101,not stigmatizing,12.0,stigmatizing - high,102.0,Chinese government (Chinese communist party - CCP);Other,HongKong issue,stigmatizing
1118,1118,https://twitter.com/edent/status/1255459514767282177,The Chinese communist regime's propaganda and threats are failing. Its crimes and lies are exposed. It will pay the consequences. URL,not stigmatizing,101,stigmatizing - medium,20.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);Information or misinformation,,stigmatizing
1119,1119,https://twitter.com/edent/status/1254915376489455617,"#COVID19  Had it been from wild life , wet markets....China must have taken the action to close them. But it's just to eyewash world. That it's not lab made and its from bats n snakes. China let it's wet market as it is running....no restrictions no changes... it proves.",stigmatizing - medium,101,not stigmatizing,7.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);Wet market and eating habits;Wuhan virus lab,,stigmatizing
1120,1120,https://twitter.com/edent/status/1276500169635385345,"Dont allow China to drag you down, to neg you out. 
 Rise above this, fight back, for the animals sake. Not only dogs and cats, wildlife, but also pigs, cows, sheep, donkeys, goats, the lot. 
 #YulinDogMeatFestival #Yulin 2020 #covid19 #corona URL",stigmatizing - medium,101,unknown/irrelevant,8.0,stigmatizing - low,102.0,Wet market and eating habits,,stigmatizing
1121,1121,https://twitter.com/edent/status/1220537094931668995,"Eating feral animals caused the #coronavirus outbreak, we need to urge all nations to outlaw the meat trade of wild animals. Wuhan virus: China bans food markets selling live animals like wolves - Business Insider URL",stigmatizing - medium,101,not stigmatizing,8.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1122,1122,https://twitter.com/edent/status/1262791055658770432,"And fuck you for harassing me with random dumbass gifs and Chinese people eating animals. And those videos you sent me both seem to come from racist sources focused on degrading the status of Chinese people to ""the dirty dog eaters that gave US the coronavirus!""",stigmatizing - high,101,not stigmatizing,8.0,not stigmatizing,102.0,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,not stigmatizing
1123,1123,https://twitter.com/edent/status/1282654373068312578,"MUST READ. Chinese scientists defecting ; working with FBI, MI5/MI6 ; others to uncover origin of covid-19 ; leak of it, deliberately or by mistake from Wuhan lab, ; the deadly coverup by Chinese Communist Party (CCP) that has killed over 500k worldwide.
 URL",stigmatizing - medium,101,not stigmatizing,7.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);COVID-19 cases and deaths statistics;Information or misinformation;International politics,,stigmatizing
1124,1124,https://twitter.com/edent/status/1229748233762676737,"I'm with you. Love the Chinese people but don't feed the Communist Dragon. They beat their people, lock them in houses to die and deny them #freespeech. We shouldn't support their evil crap anymore. Don't buy #madeinchina #coronavirus.",stigmatizing - low,101,not stigmatizing,13.0,,102.0,Chinese government (Chinese communist party - CCP),,stigmatizing
1125,1125,https://twitter.com/edent/status/1237189065448939520,"The corona virus will only kill old people and babies, make you infertile and cook your organs. You can catch it again after getting over it and that's when you die. It was made by evil communist Chinese in a communist lab for population control. So stop freaking out.",stigmatizing - medium,101,not stigmatizing,6.0,stigmatizing - medium,102.0,Bio-weapon;Chinese government (Chinese communist party - CCP);Information or misinformation;Wuhan virus lab,,stigmatizing
1126,1126,https://twitter.com/edent/status/1240254209196535808,"and the republicans were calling #COVID19 a hoax for two months 
 Now that the shit is real they start blaming China to cover up their own incompetence 
 #Shameful URL URL",stigmatizing - medium,101,not stigmatizing,14.0,not stigmatizing,102.0,Chinese government (Chinese communist party - CCP),,not stigmatizing
1127,1127,https://twitter.com/edent/status/1240818807867932674,"#Coronavirus #COVIDー19 #KungFluVirus Yes it comes from China. No, it is not racist to state a fact.
 Yes, Chinese Communist Government tried to hide it and silenced #LiWenliang 
 Yes they should be sanctioned.",stigmatizing - medium,101,not stigmatizing,14.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP),,stigmatizing
1128,1128,https://twitter.com/edent/status/1229080036352774145,"Hope the Wuhan #COVID19 could help more ppl to understand why Hong Kong ppl risk lives ; future to defend democracy ; freedom... totalitarian Chinese Communist Party is threatening lives ; freedom around the world, while HK is only the frontline fighting against this tyranny.",not stigmatizing,101,stigmatizing - high,18.0,stigmatizing - low,102.0,Chinese government (Chinese communist party - CCP);International politics,,stigmatizing
1129,1129,https://twitter.com/edent/status/1222595554871410688,"Coronavirus found in animals is most likely a coverup.
 

 Coronavirus may have originated in lab linked to China's biowarfare program URL via",stigmatizing - low,101,not stigmatizing,18.0,stigmatizing - low,102.0,Bio-weapon;Wuhan virus lab,,stigmatizing
1130,1130,https://twitter.com/edent/status/1234027699884064771,Can the great Chinese nation ban eating f meat of wild animals ? Can China ban slaughtering of caged animals in filthy way?SARS started in the same way as Coronavirus  #coronavirusnigeria,stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1131,1131,https://twitter.com/edent/status/1230524561138958337,"I thought it was determined it came from a market with an illegal wildlife stall. SARS came from a Cevet cat. They eating unusual wildlife is part of their identity in China. After hunger for so long, it is prestigious to eat stuff like bat soup.",stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1132,1132,https://twitter.com/edent/status/1239704431203102721,"please show me your training regiment because that was an amazing leap of logic. how is he telling people not to eat chinese?
 

 the two common theories is that it came from bat soup or the weird conspiracy about the bio lab. either way. it originated in china. end of story",stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Information or misinformation;Wet market and eating habits;Wuhan virus lab,,stigmatizing
1133,1133,https://twitter.com/edent/status/1230498112717885443,"Chinese people who eat dogs, cats and wild animals I have cursed many times on Chinese social media! I won't defend them, they are just damn or disgusting, but most people in China never touch these! Maybe you can say why so many people got sick in this outbreak in China.",not stigmatizing,101,stigmatizing - high,18.0,stigmatizing - high,102.0,Wet market and eating habits,,stigmatizing
1134,1134,https://twitter.com/edent/status/1238309041765584896,"#coronavirus 
 

 some use the term'corona' while others specifically affix 'Wuhan'.
 yes, it is a bio-weapon
 

 origin of Spanish Flu was not Spain.
 Consuming varieties of nonveg items is not new
 

 Wuhan had 'World Military Games' before the outbreak
 #China is fighting a smokeless War",stigmatizing - medium,101,not stigmatizing,13.0,not stigmatizing,102.0,Bio-weapon,,not stigmatizing
1135,1135,https://twitter.com/edent/status/1240841838145048576,Awww dope found a group on fb where y’all can talk about “how’s its China’s fault” also say racist shit ; complain about how all of them eat dogs smh #coronavirus URL,stigmatizing - medium,101,not stigmatizing,14.0,not stigmatizing,102.0,Anti-stigmatizing (talking against hate speech and racism),,not stigmatizing
1136,1136,https://twitter.com/edent/status/1245133771655073795,"When some individuals feel insecure and threatened, they can feel more powerful by blaming and victimizing others.
 .
 #Racist responses to #Covid19 on the rise.
 

 #coronavirus #racism #Xenophobia #AsianVirus #ChineseVirus  
 URL",stigmatizing - medium,101,not stigmatizing,15.0,not stigmatizing,102.0,Anti-stigmatizing (talking against hate speech and racism),,not stigmatizing
1137,1137,https://twitter.com/edent/status/1240999229801234434,"Yep. China owns 1.2 trillion of our debt, manufactures 24 % of our products... Think on this.. A communist American hating country that make crappy products, kills own people, dirty/filthy streets and market place, and gave us China Virus, cause they eat bats.. Are we STUPID!",stigmatizing - medium,101,not stigmatizing,14.0,stigmatizing - medium,102.0,Anti-stigmatizing (talking against hate speech and racism),,stigmatizing
1138,1138,https://twitter.com/edent/status/1222697313895759872,"#WuhanCoronavirus - Chinese researchers now say the coronavirus likely came from bats, not snakes as had been earlier hypothesized. Officials still believe the virus was transmitted to humans via some wild animal sold at the Wuhan market. (MP) #Bats #Wuhan #Coronavirus #China",stigmatizing - medium,101,unknown/irrelevant,10.0,stigmatizing - medium,102.0,News,,stigmatizing
1139,1139,https://twitter.com/edent/status/1220416082000994304,I suspect the Wuhan virus was cooked up in a lab as an exotic weapon. Chinese ppl have been eating bat soup for years. Why's it suddenly a problem now? Asking for neighbor's nosy cat. URL,not stigmatizing,101,stigmatizing - medium,4.0,stigmatizing - medium,102.0,Bio-weapon;Wet market and eating habits;Wuhan virus lab,,stigmatizing
1140,1140,https://twitter.com/edent/status/1221674907836137472,Looks like CCP propaganda... Failed attempt at convincing the virus outbreak is caused by bats. The first patient didn't eat game meat. So far the lab in Wihan studying SARS virus is so silent.,not stigmatizing,101,stigmatizing - low,18.0,stigmatizing - low,102.0,Chinese government (Chinese communist party - CCP);Wuhan virus lab,,stigmatizing
1141,1141,https://twitter.com/edent/status/1238748902276259841,"#China communist party ; Xi Jinping are habitual liars. They had covered up the #WuhanVirus outbreak for 2 months ; punished medics who tired to raise the alarm. #China is a real threat to the world, literally our very lives.",stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP),,stigmatizing
1142,1142,https://twitter.com/edent/status/1226997375421431809,"(Although their tweets were rude, it is true that health officials have traced this coronavirus to a “wet” market in Wuhan, China that sells meat, including cats, dogs, bats)",stigmatizing - low,101,not stigmatizing,18.0,stigmatizing - low,102.0,Wet market and eating habits,,stigmatizing
1143,1143,https://twitter.com/edent/status/1224261832342261760,"As far as I know, among the middle-aged people in China, rich people in many places are willing to taste relatively rare and precious animals. This has also caused wildlife and protected animals to be brought to the dining table at high prices. For example, Cat, dog, snake,",unknown/irrelevant,101,stigmatizing - medium,12.0,stigmatizing - low,102.0,Wet market and eating habits,He indicates the virus was from rare and precious animals,stigmatizing
1144,1144,https://twitter.com/edent/status/1235492950622289920,"Mr. Bannon. Ppl don't know what to believe. First I heard, ; I'm sure of lots of ppl heard the Coronavirus. Caused. By Chinese, who made a soup with Bat, Since Bat eats mesquites ; the mesquites carry blood by biting ppl. Or siting on poison snakes Coronavirus created.",stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1145,1145,https://twitter.com/edent/status/1240579272353419264,Very worrying times and a reminder of why the #EU regulations on minimum food standards and animal welfare are so important. China allows wild animal wet markets where live caged animals are killed and sold. #COVID19 came from such a wet market. Stay safe everyone.,stigmatizing - medium,101,not stigmatizing,14.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,stigmatizing
1146,1146,https://twitter.com/edent/status/1224603820988170240,"Forget MC Oluomo and Dino for a while. Do you know that the Chinese have been eating live animals since the time of their ancestors and never got coronavirus? If you don't believe that the virus came because they eat bats, gather here let's bust this hoax.",not stigmatizing,101,stigmatizing - high,12.0,stigmatizing - high,102.0,Bio-weapon;Wet market and eating habits,,stigmatizing
1147,1147,https://twitter.com/edent/status/1222644450528239617,that’s great! but you defend america in your tweet above against china which refuses to recognize that animal cruelty is a global issue and that thinking dog meat is morally disgusting while excusing america is racist :),stigmatizing - low,101,unknown/irrelevant,18.0,stigmatizing - low,102.0,Anti-stigmatizing (talking against hate speech and racism),,stigmatizing
1148,1148,https://twitter.com/edent/status/1238356863936126976,"The dictatorship of Communist China was always the one to blame.
 Dr Li was a victim killed by both #coronavirus and #CCP. 
 Hope it could raise the alarm of how #China could possibly threaten the safety of whole world: the cover up, corruption wif ; suppression of freedom. URL",not stigmatizing,101,stigmatizing - medium,17.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP),duplicate,stigmatizing
1149,1149,https://twitter.com/edent/status/1239542361551769600,"What do we learn of the #coronavirus? Don't poach wild animals. Wild animals, reptiles, bats have virussen that kill people. Time for China to put an end to using #wildlife in chinese medicine and as food. In  
 URL",stigmatizing - medium,101,not stigmatizing,13.0,stigmatizing - medium,102.0,Wet market and eating habits,,stigmatizing
1150,1150,https://twitter.com/edent/status/1222819956552802305,in my opinion china is eating each and every thing from past many years is it only bat virus or Biological attack on China (Hybrid warfare),not stigmatizing,101,stigmatizing - low,10.0,stigmatizing - low,102.0,Information or misinformation;Wet market and eating habits,,stigmatizing
1151,1151,https://twitter.com/edent/status/1250413236274552832,My very serious question here. Why are any freedom loving Americans defending Communist China. They are literally spreading Propaganda through out the World. They kill their own people. They torture then eat cats ; dogs. They are godless.,stigmatizing - medium,101,not stigmatizing,7.0,stigmatizing - medium,102.0,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,stigmatizing
1152,1152,https://twitter.com/edent/status/1230105312658698240,"Military ops account for ""accepted casualties"". Kill 2 birds. China was a threat, both economically and militarily (not anymore)? Biowarfare is real. Why is the ""sun disease"" targeting the phenotypes of Asians? Infiltration op? URL",stigmatizing - medium,101,not stigmatizing,13.0,unknown/irrelevant,102.0,Chinese government (Chinese communist party - CCP);International politics,,not stigmatizing
